code,college,district,course,OC,BC,BCM,MBC,SCA,SC,ST
2652,AL-AMEEN ENGINEERING COLLEGE,ERODE,Mechanical Engineering,127.25,90,120.5,103.5,0,0,0
2652,AL-AMEEN ENGINEERING COLLEGE,ERODE,Computer Science And Engineering ,95,0,93.25,0,0,0,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Electrical And Electronics Engineering ,192.75,191.5,182.5,186.2,149.5,141.7,152
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Computer Science And Engineering ,191.75,190.5,178.5,181,123.5,117.5,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Electronics And Communication Engineering ,193.25,192,181.7,184.2,154.5,131.2,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Aeronautical Engineering,185.25,181.2,162.5,166.5,0,107.2,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Mechanical Engineering,192.75,191.2,185.7,188,160.5,155.7,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Automobile Engineering,187,185.2,177,178,89,105.2,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Fashion Technology,185.75,183.5,171.7,162.7,0,93.75,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Electronics And Instru Engineering ,188.5,187.2,168.5,175.7,118.2,96.25,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Civil Engineering,191.75,190.7,184.7,186.2,158.7,163.2,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Mechatronics,187.25,185.5,181,177.2,91,112.5,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Textile Technology,185.25,181,166,163.5,0,97.75,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Information Technology,189.5,188.5,167.2,174,84.25,80,0
2702,BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ERODE,Bio-Technology,189,187,186.2,179.2,124,93.75,0
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ERODE,Electrical And Electronics Engineering ,148.75,122.7,0,98.5,133.2,132,0
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ERODE,Computer Science And Engineering ,128.75,0,0,0,0,0,0
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ERODE,Electronics And Communication Engineering ,135.5,113.5,0,128.2,0,113.2,0
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ERODE,Mechanical Engineering,169.75,163,153,159.2,0,107.7,0
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ERODE,Electronics And Instru Engineering ,107.5,94.25,0,0,0,0,0
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ERODE,Civil Engineering,161.75,151.2,121.2,137.7,0,94.25,0
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ERODE,Chemical Engineering,177.75,166.2,172,156.2,0,114.5,0
2709,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,ERODE,Electrical And Electronics Engineering ,193.25,192,189,187.5,184.5,167.2,0
2709,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,ERODE,Computer Science And Engineering ,192,189.7,185.7,185.2,167.2,145.5,0
2709,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,ERODE,Electronics And Communication Engineering ,194,192.5,188.5,189.7,168.7,171.7,0
2709,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,ERODE,Mechanical Engineering,194.5,193,0,190,179.2,170.7,0
2709,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,ERODE,Automobile Engineering,189.25,187.5,170.5,186,164.2,152,127.7
2709,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,ERODE,Civil Engineering,192.75,191.5,189.2,188.2,0,173.5,0
2709,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,ERODE,Information Technology,188.25,187.2,167.7,179.2,141.7,144,0
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Electrical And Electronics Engineering ,195,194.2,183.2,189.2,171.5,167.5,158.5
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Computer Science And Engineering ,194,193,179.5,184,149.5,136,0
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Electronics And Communication Engineering ,195.5,194.7,187,188.7,161.5,161.2,107
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Mechanical Engineering,195,194,189.5,190.7,161.5,167.5,120
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Electronics And Instru Engineering ,191,190,178.7,182.5,128.7,107.7,0
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Civil Engineering,193.5,192.2,187.5,188.2,161.7,165.5,138.2
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Mechatronics,191.5,190.5,186.5,185.5,136,133.5,0
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Chemical Engineering,191.25,189.2,187.5,183.2,149,144.5,146.5
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Food Technology,190,188.7,178,177.5,102.2,136,0
2711,KONGU ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Information Technology,192.25,191.5,174.2,181.5,127.7,115.7,0
2713,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,ERODE,Computer Science And Engineering ,94.75,92.75,0,92.75,0,0,0
2713,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,ERODE,Electrical And Electronics Engineering ,93,0,0,88.75,0,0,0
2713,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,ERODE,Electronics And Communication Engineering ,146,104.5,0,101,0,0,0
2713,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,ERODE,Mechanical Engineering,143.25,109,0,88.5,137.7,109.5,0
2713,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,ERODE,Civil Engineering,139,122.5,126.5,120.2,0,122,0
2713,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,ERODE,Information Technology,89.25,0,0,0,0,0,0
2715,NANDHA ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Electrical And Electronics Engineering ,148,97.75,0,96.5,0,135.7,0
2715,NANDHA ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Computer Science And Engineering ,138.5,94,0,88,0,112,0
2715,NANDHA ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Electronics And Communication Engineering ,165.25,125,114.7,114.5,0,0,0
2715,NANDHA ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Mechanical Engineering,167.25,157,111.2,144.5,116.7,91.5,0
2715,NANDHA ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Electronics And Instru Engineering ,100.25,0,0,0,0,0,0
2715,NANDHA ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Civil Engineering,167.75,156.7,128.7,150.2,127.5,100.5,0
2715,NANDHA ENGINEERING COLLEGE (AUTONOMOUS),ERODE,Information Technology,100,0,0,0,0,0,0
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,Computer Science And Engineering ,171.75,155.2,154.5,106.5,0,0,0
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,Electrical And Electronics Engineering ,167,143.5,131.5,144.7,0,138.7,0
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,Electronics And Communication Engineering ,183.25,178.7,150,149.2,113.5,181,0
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,Mechanical Engineering,167,153,161.7,136.5,144,108.2,0
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,Bio Medical Engineering,172.25,161,154.7,122.5,112,89.75,0
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,Civil Engineering,181.75,176,158.2,163.2,118.5,79.75,0
2723,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,Information Technology,97.25,91.25,0,0,0,0,0
2742,MAHARAJA ENGINEERING COLLEGE FOR WOMEN,ERODE,Electrical And Electronics Engineering ,129.75,0,0,0,0,0,0
2742,MAHARAJA ENGINEERING COLLEGE FOR WOMEN,ERODE,Computer Science And Engineering ,126,0,0,0,0,0,0
2742,MAHARAJA ENGINEERING COLLEGE FOR WOMEN,ERODE,Mechanical Engineering,132.25,0,0,0,0,0,0
2747,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,ERODE,Electrical And Electronics Engineering ,94.75,0,0,0,0,0,0
2747,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,ERODE,Computer Science And Engineering ,88,0,0,0,0,0,0
2747,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,ERODE,Electronics And Communication Engineering ,112,0,0,98.25,0,0,0
2747,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,ERODE,Mechanical Engineering,136,102.5,101.5,80.5,0,86.25,0
2747,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,ERODE,Civil Engineering,140.5,96.75,106.5,116.5,0,102.5,0
2747,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,ERODE,Information Technology,123.75,0,0,0,0,0,0
2748,SURYA ENGINEERING COLLEGE,ERODE,Computer Science And Engineering ,118.25,109.7,0,106.2,0,116.5,0
2748,SURYA ENGINEERING COLLEGE,ERODE,Civil Engineering,128.25,103,0,0,0,117.5,0
2748,SURYA ENGINEERING COLLEGE,ERODE,Electrical And Electronics Engineering ,107.25,87.75,0,0,0,0,0
2748,SURYA ENGINEERING COLLEGE,ERODE,Electronics And Communication Engineering ,88,0,0,0,0,0,0
2748,SURYA ENGINEERING COLLEGE,ERODE,Mechanical Engineering,139.25,95.25,100.7,84.5,0,0,0
2752,NANDHA COLLEGE OF TECHNOLOGY,ERODE,Electrical And Electronics Engineering ,101.25,0,0,0,0,0,0
2752,NANDHA COLLEGE OF TECHNOLOGY,ERODE,Computer Science And Engineering ,90,0,0,0,0,0,0
2752,NANDHA COLLEGE OF TECHNOLOGY,ERODE,Electronics And Communication Engineering ,93,0,0,0,0,0,0
2752,NANDHA COLLEGE OF TECHNOLOGY,ERODE,Mechanical Engineering,143.75,118.2,109,122.2,0,81.75,0
2752,NANDHA COLLEGE OF TECHNOLOGY,ERODE,Civil Engineering,143.75,96.75,121.7,82.75,99.5,99.25,0
2752,NANDHA COLLEGE OF TECHNOLOGY,ERODE,Information Technology,126.25,0,0,0,0,0,0
2758,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY,ERODE,Computer Science And Engineering ,92.75,0,0,0,0,0,0
2758,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY,ERODE,Electrical And Electronics Engineering ,81.5,0,0,0,0,0,0
2758,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY,ERODE,Electronics And Communication Engineering ,108.75,0,0,0,0,0,0
2758,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY,ERODE,Mechanical Engineering,91.75,0,0,0,0,0,0
2758,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY,ERODE,Automobile Engineering,109.25,0,0,0,0,0,0
2758,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY,ERODE,Civil Engineering,106.75,0,0,0,0,0,0
2758,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY,ERODE,Information Technology,118,0,0,0,0,0,0
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Computer Science And Engineering ,199.25,199,199,197.7,190,193.7,184.5
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Electronics And Communication Engineering ,199.5,199.2,199,198.7,191,196.7,189.2
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Aeronautical Engineering,199.25,198.5,199,197,189.7,194.2,0
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Automobile Engineering,198.5,198.2,197.7,197.2,183,194,186.7
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Information Technology (SS),198.5,198,197.7,196,171.7,187.7,181.2
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Electronics And Instru Engineering (SS),198.75,198.2,197.7,196.7,178.5,189.2,0
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Electronics And Instru Engineering ,199,198.7,198.5,197.5,183.7,191.7,0
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Computer Science And Engineering (SS),199,198.7,198.7,197.2,187.2,190.7,0
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Electronics And Communication Engineering  (SS),199.25,199,198.5,197.7,186,193.2,185
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Production Engineering,198,197.7,196.5,195.7,181.5,190.7,176.2
4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  MIT CAMPUS",KANCHIPURAM,Rubber And Plastic Technology,195.75,195,193.7,193.2,174.2,182.5,0
1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM",KANCHIPURAM,Electrical And Electronics Engineering ,185,180.7,171.5,178.5,165,169.2,0
1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM",KANCHIPURAM,Computer Science And Engineering ,183.75,179.5,168.2,175,173.5,167.5,119
1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM",KANCHIPURAM,Electronics And Communication Engineering ,190.25,186.2,173.2,184.5,172,177.5,0
1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM",KANCHIPURAM,Mechanical Engineering,188.25,185.5,178,185.2,167,174.7,173.2
1104,PALLAVA RAJA COLLEGE OF ENGINEERING,KANCHIPURAM,Computer Science And Engineering ,139.75,0,0,0,0,0,0
1104,PALLAVA RAJA COLLEGE OF ENGINEERING,KANCHIPURAM,Electrical And Electronics Engineering ,90.25,0,0,0,0,0,0
1104,PALLAVA RAJA COLLEGE OF ENGINEERING,KANCHIPURAM,Electronics And Communication Engineering ,106.25,0,0,0,0,0,0
1104,PALLAVA RAJA COLLEGE OF ENGINEERING,KANCHIPURAM,Mechanical Engineering,81.25,0,0,0,0,0,0
1104,PALLAVA RAJA COLLEGE OF ENGINEERING,KANCHIPURAM,Civil Engineering,90,0,0,0,0,0,0
1149,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Computer Science And Engineering ,188.5,186.7,180.7,179,0,142.5,0
1149,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Electrical And Electronics Engineering ,188.5,187.5,180,182.2,0,146.7,0
1149,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Electronics And Communication Engineering ,190.75,189.5,179.2,184.5,94.5,157.5,0
1149,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Mechanical Engineering,189.5,187.7,184.5,184.5,108.2,156,78
1149,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Civil Engineering,188,187,185.2,184,134,162.2,0
1149,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Information Technology,186.5,185.7,174.2,177,0,133,0
1201,ARIGNAR ANNA INSTITUTE OF SCIENCE AND TECHNOLOGY,KANCHIPURAM,Computer Science And Engineering ,92.25,0,0,0,0,0,0
1201,ARIGNAR ANNA INSTITUTE OF SCIENCE AND TECHNOLOGY,KANCHIPURAM,Civil Engineering,102.75,0,0,0,0,0,0
1201,ARIGNAR ANNA INSTITUTE OF SCIENCE AND TECHNOLOGY,KANCHIPURAM,Electronics And Communication Engineering ,90.5,0,0,0,0,0,0
1201,ARIGNAR ANNA INSTITUTE OF SCIENCE AND TECHNOLOGY,KANCHIPURAM,Mechanical Engineering,127.25,91.25,0,99.5,0,105,0
1201,ARIGNAR ANNA INSTITUTE OF SCIENCE AND TECHNOLOGY,KANCHIPURAM,Information Technology,132,0,0,0,0,0,0
1202,DMI COLLEGE OF ENGINEERING,KANCHIPURAM,Electrical And Electronics Engineering ,94.75,0,0,0,0,0,0
1202,DMI COLLEGE OF ENGINEERING,KANCHIPURAM,Computer Science And Engineering ,85.25,0,0,83.5,0,83,0
1202,DMI COLLEGE OF ENGINEERING,KANCHIPURAM,Electronics And Communication Engineering ,120,103.7,90,80.5,0,89.5,0
1202,DMI COLLEGE OF ENGINEERING,KANCHIPURAM,Mechanical Engineering,156.5,141.5,124.5,138.7,84.25,103.2,0
1202,DMI COLLEGE OF ENGINEERING,KANCHIPURAM,Civil Engineering,122.25,85.75,102.5,80.5,95.5,82,0
1202,DMI COLLEGE OF ENGINEERING,KANCHIPURAM,Information Technology,94.5,0,0,0,0,0,0
1204,KALSAR COLLEGE OF ENGINEERING,KANCHIPURAM,Electronics And Communication Engineering ,180.5,0,0,0,0,0,0
1205,LORD VENKATESHWARAA ENGINEERING COLLEGE,KANCHIPURAM,Computer Science And Engineering ,90.25,0,0,0,0,0,0
1205,LORD VENKATESHWARAA ENGINEERING COLLEGE,KANCHIPURAM,Civil Engineering,91,0,0,0,0,0,0
1205,LORD VENKATESHWARAA ENGINEERING COLLEGE,KANCHIPURAM,Electronics And Communication Engineering ,151.5,0,0,0,0,0,0
1205,LORD VENKATESHWARAA ENGINEERING COLLEGE,KANCHIPURAM,Information Technology,110.5,0,0,0,0,0,0
1205,LORD VENKATESHWARAA ENGINEERING COLLEGE,KANCHIPURAM,Mechanical Engineering,160.75,141,0,154,0,103.2,0
1206,MAAMALLAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Electrical And Electronics Engineering ,173.75,168,145,163.7,0,118.7,0
1206,MAAMALLAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Computer Science And Engineering ,170.5,165.2,151.7,155,0,84.75,0
1206,MAAMALLAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Electronics And Communication Engineering ,176.25,171.2,154.5,164,0,90,0
1206,MAAMALLAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Mechanical Engineering,176.5,173.7,173,168.2,84,135.5,0
1206,MAAMALLAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Civil Engineering,174,168.7,161.7,164,0,141.2,0
1206,MAAMALLAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Information Technology,163,158.2,135.2,141.7,0,89,0
1207,KINGS ENGINEERING COLLEGE,KANCHIPURAM,Computer Science And Engineering ,117,88.75,0,98.75,0,80.75,0
1207,KINGS ENGINEERING COLLEGE,KANCHIPURAM,Electronics And Communication Engineering ,148.75,89.5,136.2,128,0,88.5,0
1207,KINGS ENGINEERING COLLEGE,KANCHIPURAM,Information Technology,93.5,0,0,0,0,0,0
1207,KINGS ENGINEERING COLLEGE,KANCHIPURAM,Mechanical Engineering,166,159.2,0,157,0,102.2,0
1208,KANCHI PALLAVAN ENGINEERING COLLEGE,KANCHIPURAM,Electrical And Electronics Engineering ,141.75,0,0,0,0,0,0
1208,KANCHI PALLAVAN ENGINEERING COLLEGE,KANCHIPURAM,Computer Science And Engineering ,111.25,0,0,0,0,0,0
1208,KANCHI PALLAVAN ENGINEERING COLLEGE,KANCHIPURAM,Electronics And Communication Engineering ,103.5,0,0,0,0,0,0
1208,KANCHI PALLAVAN ENGINEERING COLLEGE,KANCHIPURAM,Mechanical Engineering,88.5,0,0,0,0,0,0
1208,KANCHI PALLAVAN ENGINEERING COLLEGE,KANCHIPURAM,Information Technology,139,0,0,0,0,0,0
1209,PALLAVAN COLLEGE OF ENGINEERING,KANCHIPURAM,Computer Science And Engineering ,93,0,0,0,0,0,0
1209,PALLAVAN COLLEGE OF ENGINEERING,KANCHIPURAM,Electrical And Electronics Engineering ,79.75,0,0,0,0,0,0
1209,PALLAVAN COLLEGE OF ENGINEERING,KANCHIPURAM,Electronics And Communication Engineering ,98.25,95.75,0,96.25,0,0,0
1209,PALLAVAN COLLEGE OF ENGINEERING,KANCHIPURAM,Mechanical Engineering,145.25,111.5,131.5,113.2,0,88,0
1209,PALLAVAN COLLEGE OF ENGINEERING,KANCHIPURAM,Civil Engineering,134.5,93.5,0,101,0,92.5,0
1209,PALLAVAN COLLEGE OF ENGINEERING,KANCHIPURAM,Information Technology,85.75,0,0,0,0,0,0
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Electrical And Electronics Engineering ,190.25,189.2,182.2,183.7,146.6,154.2,0
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Bio Medical Engineering,194.25,191.5,194.2,189.5,168,174.2,128.5
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Electronics And Communication Engineering ,191.5,190.2,186,185.2,106.5,163.5,0
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Aeronautical Engineering,192,188,186,183.7,149.7,167,0
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Mechanical Engineering,192.25,190.7,190.2,187.2,134,167.7,111.2
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Automobile Engineering,188.75,187.5,182.5,183.7,116,145.5,0
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Computer Science And Engineering ,190,188.2,183.7,180.5,125.7,144,89.25
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Civil Engineering,190.5,189.2,187.2,186.2,125,165.5,0
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Information Technology,187.5,186.2,172.7,176.2,0,134.7,0
1211,RAJALAKSHMI ENGINEERING COLLEGE,KANCHIPURAM,Bio-Technology,189.5,187.2,185.2,181.7,141.2,154,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Electrical And Electronics Engineering ,129.25,0,0,0,0,0,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Bio Medical Engineering,176.5,170,166.7,157.7,0,138,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Electronics And Communication Engineering ,93.25,0,0,0,0,0,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Mechanical Engineering,104.25,88.25,0,78.75,0,0,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Automobile Engineering,97,0,0,0,0,0,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Computer Science And Engineering ,120,0,0,0,0,0,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Civil Engineering,103.75,0,0,97.25,0,98.75,0
1212,RAJIV GANDHI COLLEGE OF ENGINEERING,KANCHIPURAM,Petroleum Engineering,175,163.5,168.7,152.7,0,120.5,0
1214,SAKTHI MARIAMMAN ENGINEERING COLLEGE,KANCHIPURAM,Electrical And Electronics Engineering ,98.5,0,0,0,0,0,0
1214,SAKTHI MARIAMMAN ENGINEERING COLLEGE,KANCHIPURAM,Computer Science And Engineering ,92,0,0,0,0,0,0
1214,SAKTHI MARIAMMAN ENGINEERING COLLEGE,KANCHIPURAM,Electronics And Communication Engineering ,80.75,0,0,0,0,0,0
1214,SAKTHI MARIAMMAN ENGINEERING COLLEGE,KANCHIPURAM,Mechanical Engineering,149.75,123.5,0,131.5,0,83.75,0
1214,SAKTHI MARIAMMAN ENGINEERING COLLEGE,KANCHIPURAM,Automobile Engineering,91.5,0,0,0,0,0,0
1214,SAKTHI MARIAMMAN ENGINEERING COLLEGE,KANCHIPURAM,Civil Engineering,117,92.75,96.75,80.5,0,90.75,0
1214,SAKTHI MARIAMMAN ENGINEERING COLLEGE,KANCHIPURAM,Information Technology,153.75,0,0,0,0,0,0
1216,SAVEETHA ENGINEERING COLLEGE,KANCHIPURAM,Electrical And Electronics Engineering ,184,182.7,172.5,175.2,0,146.7,0
1216,SAVEETHA ENGINEERING COLLEGE,KANCHIPURAM,Computer Science And Engineering ,181.25,179.5,168.7,170,0,134,120.5
1216,SAVEETHA ENGINEERING COLLEGE,KANCHIPURAM,Electronics And Communication Engineering ,182.25,180.5,171,172,108.2,139.7,0
1216,SAVEETHA ENGINEERING COLLEGE,KANCHIPURAM,Mechanical Engineering,183.75,181.7,176.2,176.7,88.5,153,0
1216,SAVEETHA ENGINEERING COLLEGE,KANCHIPURAM,Electronics And Instru Engineering ,180,178,169.7,167.5,0,117.5,0
1216,SAVEETHA ENGINEERING COLLEGE,KANCHIPURAM,Civil Engineering,182.75,181.2,180.2,175.5,117.5,150.7,0
1216,SAVEETHA ENGINEERING COLLEGE,KANCHIPURAM,Information Technology,180.25,178.5,162.7,168.5,0,108.5,0
1218,SRI MUTHUKUMARAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Electrical And Electronics Engineering ,169.5,163.5,126.7,155.7,0,109.5,0
1218,SRI MUTHUKUMARAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Computer Science And Engineering ,168.75,162,132.2,153.7,0,102.7,0
1218,SRI MUTHUKUMARAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Electronics And Communication Engineering ,173.25,169.7,146.7,161,0,131,0
1218,SRI MUTHUKUMARAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Mechanical Engineering,176,171.7,169.2,167.7,0,129.2,0
1218,SRI MUTHUKUMARAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Civil Engineering,177.75,171,165.7,168.5,0,140.7,0
1218,SRI MUTHUKUMARAN INSTITUTE OF TECHNOLOGY,KANCHIPURAM,Information Technology,161.5,152.5,0,142,0,109.2,0
1219,SRI VENKATESWARA COLLEGE OF ENGINEERING,KANCHIPURAM,Electrical And Electronics Engineering ,197.25,197,194.7,194.2,165.2,179.2,108.5
1219,SRI VENKATESWARA COLLEGE OF ENGINEERING,KANCHIPURAM,Computer Science And Engineering ,197,196.7,195,193.5,143.5,178.2,0
1219,SRI VENKATESWARA COLLEGE OF ENGINEERING,KANCHIPURAM,Electronics And Communication Engineering ,197.75,197.2,195.7,194.7,154.2,183.7,145.7
1219,SRI VENKATESWARA COLLEGE OF ENGINEERING,KANCHIPURAM,Mechanical Engineering,198,197.5,196.5,195.2,165.2,187,175.5
1219,SRI VENKATESWARA COLLEGE OF ENGINEERING,KANCHIPURAM,Automobile Engineering,196.5,195.7,196.2,191,143,173.5,0
1219,SRI VENKATESWARA COLLEGE OF ENGINEERING,KANCHIPURAM,Civil Engineering,197,196.7,195,195,150.7,182.5,0
1219,SRI VENKATESWARA COLLEGE OF ENGINEERING,KANCHIPURAM,Chemical Engineering,195.5,194.5,193,191,0,170.7,0
