code,college,district,course,OC,BC,BCM,MBC,SCA,SC,ST
2359,NIGHTINGALE INSTITUTE OF TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,128.75,0,0,0,0,0,0
2359,NIGHTINGALE INSTITUTE OF TECHNOLOGY,COIMBATORE,Mechanical Engineering,85.5,0,0,0,0,0,0
2360,SUGUNA COLLEGE OF ENGINEERING,COIMBATORE,Civil Engineering,93.5,0,0,0,0,0,0
2360,SUGUNA COLLEGE OF ENGINEERING,COIMBATORE,Mechatronics,84.5,0,0,0,0,0,0
2360,SUGUNA COLLEGE OF ENGINEERING,COIMBATORE,Mechanical Engineering,119.5,108.2,0,105.2,0,0,0
2604,A.S.L. PAULS COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,128.25,0,0,0,0,0,0
2604,A.S.L. PAULS COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Civil Engineering,97.75,0,0,0,0,0,0
2604,A.S.L. PAULS COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Automobile Engineering,81.75,0,0,0,0,0,0
2604,A.S.L. PAULS COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,82,0,0,0,0,0,0
2604,A.S.L. PAULS COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,92.5,0,0,0,0,0,0
2650,CHRIST THE KING ENGINEERING COLLEGE,COIMBATORE,Electrical And Electronics Engineering ,144.25,0,0,0,0,0,0
2650,CHRIST THE KING ENGINEERING COLLEGE,COIMBATORE,Civil Engineering,105,0,0,0,0,0,0
2650,CHRIST THE KING ENGINEERING COLLEGE,COIMBATORE,Electronics And Communication Engineering ,97.25,0,0,0,0,0,0
2650,CHRIST THE KING ENGINEERING COLLEGE,COIMBATORE,Mechanical Engineering,94,0,0,0,0,0,0
2650,CHRIST THE KING ENGINEERING COLLEGE,COIMBATORE,Computer Science And Engineering ,99.75,0,0,0,0,0,0
2654,S.V.S. COLLEGE OF ENGINEERING,COIMBATORE,Computer Science And Engineering ,143.25,116.7,0,87.25,0,130.2,0
2654,S.V.S. COLLEGE OF ENGINEERING,COIMBATORE,Electrical And Electronics Engineering ,142.5,87,125.7,124.2,0,0,0
2654,S.V.S. COLLEGE OF ENGINEERING,COIMBATORE,Electronics And Communication Engineering ,149,112.5,112.5,93.25,0,112,0
2654,S.V.S. COLLEGE OF ENGINEERING,COIMBATORE,Mechanical Engineering,155.75,144.5,112.7,125.2,0,82.25,0
2654,S.V.S. COLLEGE OF ENGINEERING,COIMBATORE,Petrochemical Engineering,137.75,107.5,103.2,122.5,0,91.5,0
2654,S.V.S. COLLEGE OF ENGINEERING,COIMBATORE,Civil Engineering,157,137.7,121,128.7,0,78.75,0
2654,S.V.S. COLLEGE OF ENGINEERING,COIMBATORE,Information Technology,96,0,0,0,0,0,0
2673,SREE SAKTHI ENGINEERING COLLEGE,COIMBATORE,Electrical And Electronics Engineering ,138.75,103.5,0,101.5,0,0,0
2673,SREE SAKTHI ENGINEERING COLLEGE,COIMBATORE,Civil Engineering,160,141.7,0,130.7,117.7,80.25,0
2673,SREE SAKTHI ENGINEERING COLLEGE,COIMBATORE,Electronics And Communication Engineering ,155.25,104,0,85,0,0,0
2673,SREE SAKTHI ENGINEERING COLLEGE,COIMBATORE,Mechanical Engineering,123.5,97.5,0,105.7,0,0,0
2673,SREE SAKTHI ENGINEERING COLLEGE,COIMBATORE,Computer Science And Engineering ,124.5,104.5,0,0,0,97,0
2704,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,156.25,119,109.5,94.75,0,0,0
2704,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,83.25,0,0,0,0,81,0
2704,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,165,120.7,128.5,93,89.75,106.2,0
2704,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,163.5,152.7,128,138.2,0,120.2,0
2704,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Civil Engineering,161.25,145.7,134.7,129.5,108.2,108.5,0
2704,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechatronics,157.5,140.2,141.7,114.5,0,132,0
2704,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Information Technology,88,0,0,0,0,0,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,190.25,189,178.2,184.5,155,135,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,189.75,189,184,177.2,137.5,117.7,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,192,191,189.2,184,134.5,138,118.5
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering,191.75,190.5,185.7,186,155.2,159.2,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Instrumentation And Control,181,178,175.5,166.5,0,0,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Automobile Engineering,185.25,183.5,160.5,171.7,104.5,94,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Instru Engineering ,187,186,180.5,173.2,0,123,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering,190.5,190.2,0,185.5,155.2,160,0
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Information Technology,186.75,185.2,157.5,168,0,98.5,0
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,171.5,164.7,142.5,159.7,0,102.2,128.7
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,164.25,151.2,128.7,121.5,0,96.75,0
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,179,172,167,162,160.7,79.5,0
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Aeronautical Engineering,168,139.7,125.7,147.7,0,108.5,163.5
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,183.25,180.2,179.7,175.7,125.7,151.5,0
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Automobile Engineering,160.25,143,143.2,134.5,0,96.25,0
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Instru Engineering ,159,140.7,121,96.5,0,0,0
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Civil Engineering,183,179.2,177,176,138,150.5,167.5
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechatronics,174.75,166,139,155.5,0,108,0
2708,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Information Technology,126.25,89,0,88.25,0,0,0
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,184.5,149.5,149.5,174.5,95.75,92,134
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,184.25,166.2,166.2,167.2,103.2,95,0
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,187,175.7,175.7,177,101.5,119.5,0
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Mechanical Engineering,187.5,182.5,182.5,182.5,143.7,151.5,127.2
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Automobile Engineering,180.75,153.2,153.2,162.7,0,95.75,0
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Electronics And Instru Engineering ,179,150.5,150.5,147.7,0,128.7,0
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Civil Engineering,188.75,181.2,181.2,184.5,149.5,150.7,0
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Information Technology,181.25,152.5,152.5,161,0,82,0
2710,KARPAGAM COLLEGE OF ENGINEERING (AUTONOMOUS),COIMBATORE,Electronics And Telecommunication Engineering ,172.75,119.7,119.7,133,0,0,0
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,197.25,196.7,194.7,194,179,179.7,158.2
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,197,196.7,194.7,193.2,146,174.7,127.2
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,197.5,197,195,194.2,167.2,178.5,148
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Aeronautical Engineering,194.25,192.5,189.2,188.5,141.2,169,0
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering,197.5,197.2,194,195,176,182,176
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Automobile Engineering,195.75,195.5,191,192.2,142.7,168.2,0
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Fashion Technology,190.25,188.7,186.5,178,0,129.7,0
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Instru Engineering ,196.5,196.2,191.7,191.7,165.7,170.7,134.5
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering,196.75,196.2,195,193.7,174,181.2,0
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechatronics,196.25,196,0,192.5,163,173.2,173.2
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Textile Technology,191.5,190,185.5,180,0,127.2,0
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Information Technology,196.5,196.2,192,192.5,146.7,170.5,0
2712,KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Bio-Technology,195.75,194.5,190,188.5,151.7,165.7,0
2714,MAHARAJA ENGINEERING COLLEGE,COIMBATORE,Electrical And Electronics Engineering ,117.25,0,0,0,0,0,0
2714,MAHARAJA ENGINEERING COLLEGE,COIMBATORE,Computer Science And Engineering ,104,0,0,0,0,0,0
2714,MAHARAJA ENGINEERING COLLEGE,COIMBATORE,Electronics And Communication Engineering ,148.75,0,0,0,0,0,0
2714,MAHARAJA ENGINEERING COLLEGE,COIMBATORE,Mechatronics,122,106,94,116,0,113.5,0
2714,MAHARAJA ENGINEERING COLLEGE,COIMBATORE,Mechanical Engineering,157.25,144,123.7,141.7,0,88.5,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,165,156.2,154.2,123,0,0,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,150.5,115.2,114.2,92.25,104.5,80,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,165.75,154.2,133.2,137,0,107.5,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Aeronautical Engineering,155.5,93.25,128.2,101.2,0,126,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,179,176,158.7,172.5,108,131.2,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechatronics,163.75,151.5,155.7,134,0,122,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Textile Technology,124,102.7,0,86.75,0,0,0
2716,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Information Technology,103.25,0,0,0,0,0,0
2718,SRI KRISHNA COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,195.75,195,193.5,190,130.2,164,0
2718,SRI KRISHNA COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,195.5,194.7,191.2,190.7,153.2,166.5,129.5
2718,SRI KRISHNA COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,196.25,195.7,192.5,191.7,162,168.7,108.7
2718,SRI KRISHNA COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering,196.25,196,192.2,192.7,166.2,172,149.7
2718,SRI KRISHNA COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering,195.75,195.2,193,192,174,179.7,157.2
2718,SRI KRISHNA COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechatronics,193.75,191.5,190.2,187.2,133.2,144,0
2718,SRI KRISHNA COLLEGE OF ENGINEERING &amp; TECHNOLOGY (AUTONOMOUS),COIMBATORE,Information Technology,194.25,193.2,186.7,186.7,128.5,138,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,191.75,190,175.7,181,148.2,130.5,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Bio Medical Engineering,193.5,190.7,183.2,182.5,161.7,160.2,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,192.75,191.5,182,183.7,88,150,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Mechanical Engineering,192.75,191,186.2,187,156.7,156,143.5
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,191.25,190.2,181.5,183.7,133.5,149.2,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Electronics And Instru Engineering ,190,188,189.5,176.7,0,124.7,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Civil Engineering,193.5,190.5,191.7,186.7,162.5,170.7,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Information Technology,189.25,187.7,168.7,175.2,162,85,0
2719,SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),COIMBATORE,Aeronautical Engineering,179.5,173.7,149,150.5,81,82.25,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Electrical And Electronics Engineering ,157.75,141.5,157,101.5,0,80.5,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Computer Science And Engineering ,100.5,90,0,90.25,0,0,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Electronics And Communication Engineering ,146.5,120.5,0,77.75,0,129.2,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Mechanical Engineering,178.75,172.5,163.5,168.7,0,149,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Instrumentation And Control,86,0,0,0,0,0,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Automobile Engineering,162.25,153.7,156.2,145.5,0,0,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Civil Engineering,179.25,174.5,176.5,171.2,86.25,149.5,0
2721,TAMILNADU COLLEGE OF ENGINEERING,COIMBATORE,Information Technology,98,0,0,0,0,0,0
2722,SRI KRISHNA COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,188,186.7,172.2,177.5,107.2,78.25,114.5
2722,SRI KRISHNA COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,187.5,186.2,167.2,173.2,82.25,78.5,0
2722,SRI KRISHNA COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,189.75,188.2,183.2,180.2,126.5,119.7,106.7
2722,SRI KRISHNA COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering,189.75,188.5,183.2,182.7,146.7,155.2,142.2
2722,SRI KRISHNA COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Instrumentation And Control,183.25,176.5,170.2,147.7,0,0,0
2722,SRI KRISHNA COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering,192.75,190.2,192.2,187.7,160.7,163.2,0
2722,SRI KRISHNA COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Information Technology,185,183.5,161.7,165.2,115.5,84.25,0
2724,MAHARAJA PRITHVI ENGINEERING COLLEGE,COIMBATORE,Civil Engineering,96,0,0,94.25,0,0,0
2724,MAHARAJA PRITHVI ENGINEERING COLLEGE,COIMBATORE,Electronics And Communication Engineering ,127.25,0,0,0,0,0,0
2724,MAHARAJA PRITHVI ENGINEERING COLLEGE,COIMBATORE,Mechanical Engineering,88.5,0,0,81.75,0,0,0
2725,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,180.75,174.7,137.2,164,134.2,141.5,0
2725,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,177.75,170.5,114.2,150,0,0,0
2725,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,183.25,179.7,157.5,165.2,0,103.5,0
2725,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,COIMBATORE,Mechanical Engineering,182.25,178.7,157.7,170.2,84.5,123.5,0
2725,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,COIMBATORE,Civil Engineering,180.5,175.7,164.2,168,111.2,136.5,0
2725,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,COIMBATORE,Information Technology,168.5,163.2,133,122.5,0,83.75,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,181,178.5,178.2,171.7,148.5,117.7,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,176,169,151.7,143,101.2,105,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,182.5,179,156.2,165.2,125.5,98.75,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Aeronautical Engineering,105.5,95.5,0,0,0,100.5,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering,183.5,180.7,169.2,174.5,139.5,131,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Automobile Engineering,175.5,169.7,145,151,0,87,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Instru Engineering ,160.75,146.7,115.5,119.5,0,0,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering,187.25,185,160.2,181.7,0,150.5,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechatronics,178.75,174.2,171.7,169.5,0,111.7,0
2726,SNS COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Information Technology,168.75,165.7,142,130.2,0,0,0
2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,174.75,165.7,114.7,113,119.5,138,0
2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,164.25,151.5,0,126,0,0,0
2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,175.75,169.2,130,119.5,0,126,0
2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Aeronautical Engineering,102.5,0,93.75,0,0,0,0
2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,180.75,176.5,150,162.7,106.7,78.75,0
2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Civil Engineering,173.25,165,155.5,161,100.5,86.75,0
2727,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Information Technology,156,132,0,138.7,0,108.2,0
2729,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,120.75,118,0,0,0,0,0
2729,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,113.5,90,0,106.7,0,0,0
2729,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,139.25,103,0,134,0,117,0
2729,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Aeronautical Engineering,162,121.5,102.2,100.2,0,109.7,0
2729,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,163.5,156,155.2,139.5,111.2,117,0
2729,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechatronics,134.75,102.2,0,116,85.5,88.25,0
2730,MAHARAJA INSTITUTE OF TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,108.25,0,0,0,0,0,0
2730,MAHARAJA INSTITUTE OF TECHNOLOGY,COIMBATORE,Civil Engineering,106.75,87.5,0,87.75,0,0,0
2730,MAHARAJA INSTITUTE OF TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,152,0,0,0,0,0,0
2730,MAHARAJA INSTITUTE OF TECHNOLOGY,COIMBATORE,Mechanical Engineering,107.5,93,0,0,0,0,0
2731,R.V.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,142,101.7,0,89.75,0,139,0
2731,R.V.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,89.5,0,0,0,0,0,0
2731,R.V.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,115.25,88.25,0,110.2,0,80.5,0
2731,R.V.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,161,155,149,146.7,0,109.2,0
2731,R.V.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Petrochemical Engineering,171.75,149.2,158.7,135.2,131,86.5,0
2732,INFO INSTITUTE OF ENGINEERING,COIMBATORE,Computer Science And Engineering ,110.25,106.2,0,84.75,0,0,0
2732,INFO INSTITUTE OF ENGINEERING,COIMBATORE,Electrical And Electronics Engineering ,88,0,0,0,0,0,0
2732,INFO INSTITUTE OF ENGINEERING,COIMBATORE,Electronics And Communication Engineering ,122.25,104.7,0,111.5,0,0,0
2732,INFO INSTITUTE OF ENGINEERING,COIMBATORE,Mechanical Engineering,148.75,133.7,93,116.5,0,109.2,0
2732,INFO INSTITUTE OF ENGINEERING,COIMBATORE,Civil Engineering,159.75,145.2,144.7,141.5,0,84.75,0
2732,INFO INSTITUTE OF ENGINEERING,COIMBATORE,Information Technology,88.25,0,0,0,0,0,0
2734,S.N.S. COLLEGE OF ENGINEERING,COIMBATORE,Electrical And Electronics Engineering ,146.25,85,0,127.2,0,135,0
2734,S.N.S. COLLEGE OF ENGINEERING,COIMBATORE,Computer Science And Engineering ,126.25,89.75,0,103.5,0,0,0
2734,S.N.S. COLLEGE OF ENGINEERING,COIMBATORE,Electronics And Communication Engineering ,145.5,99,88.75,99.25,0,109,0
2734,S.N.S. COLLEGE OF ENGINEERING,COIMBATORE,Mechanical Engineering,160.75,153.2,109.5,143.2,97.75,86,0
2734,S.N.S. COLLEGE OF ENGINEERING,COIMBATORE,Civil Engineering,160.25,150.5,133,147.7,121.5,81.5,116.5
2734,S.N.S. COLLEGE OF ENGINEERING,COIMBATORE,Information Technology,95,0,0,0,0,0,0
2735,KARPAGAM INSTITUTE OF TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,160,132.2,0,111.5,0,125.2,0
2735,KARPAGAM INSTITUTE OF TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,158,116.7,112.2,132.2,0,137.7,0
2735,KARPAGAM INSTITUTE OF TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,126,103.5,0,121.7,0,97,0
2735,KARPAGAM INSTITUTE OF TECHNOLOGY,COIMBATORE,Aeronautical Engineering,107.75,0,0,0,0,0,0
2735,KARPAGAM INSTITUTE OF TECHNOLOGY,COIMBATORE,Mechanical Engineering,171.75,164.2,131.7,162.7,125.2,105.2,0
2735,KARPAGAM INSTITUTE OF TECHNOLOGY,COIMBATORE,Information Technology,107,0,0,0,0,0,0
2736,DR. N.G.P INSTITUTE OF TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,167,158,154.2,123.5,0,0,0
2736,DR. N.G.P INSTITUTE OF TECHNOLOGY,COIMBATORE,Bio Medical Engineering,186.5,183.2,177.5,165.2,158,155.5,0
2736,DR. N.G.P INSTITUTE OF TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,164.25,148.2,157.7,83.75,0,122.2,0
2736,DR. N.G.P INSTITUTE OF TECHNOLOGY,COIMBATORE,Mechanical Engineering,170.75,166.2,158.5,159.7,105,113.7,0
2736,DR. N.G.P INSTITUTE OF TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,157,141.2,0,110.2,112.2,110.7,0
2736,DR. N.G.P INSTITUTE OF TECHNOLOGY,COIMBATORE,Civil Engineering,178.25,173.2,157.5,164.2,129.5,117.7,0
2736,DR. N.G.P INSTITUTE OF TECHNOLOGY,COIMBATORE,Information Technology,131,110.5,0,128.5,0,0,0
2737,RANGANATHAN ENGINEERING COLLEGE,COIMBATORE,Computer Science And Engineering ,185,0,0,0,0,0,0
2737,RANGANATHAN ENGINEERING COLLEGE,COIMBATORE,Civil Engineering,91.25,0,0,0,0,0,0
2737,RANGANATHAN ENGINEERING COLLEGE,COIMBATORE,Electronics And Communication Engineering ,95.5,0,0,0,0,0,0
