season,round,name,element_type,team,pred,pred_norm,yhat,value,total_points_nextgw,transfers_in_nextgw,starting,type,player_id,first_name,second_name,full_name,team_name,jersey_code,probability,captain
2019-20,2,Aaron_Wan-Bissaka_122,2,12,0.8192006303367776,0.8747756384743118,1,55,0.0,194446.0,0,transfer_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,81.92,0.0
2019-20,26,Aaron_Wan-Bissaka_122,2,12,0.6176280447269494,0.8865354969779854,1,53,6.0,50502.0,0,transfer_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,61.76,0.0
2019-20,31,Aaron_Wan-Bissaka_122,2,12,0.3402777859122596,0.5281252336045607,0,53,10.0,102841.0,1,transfer_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,34.03,0.0
2019-20,32,Aaron_Wan-Bissaka_122,2,12,0.4393863668042369,0.9487837657513715,0,54,1.0,231688.0,1,transfer_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,43.94,0.0
2019-20,33,Aaron_Wan-Bissaka_122,2,12,0.17039697976796928,0.261438586613165,0,55,5.0,75256.0,1,transfer_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,17.04,0.0
2019-20,34,Aaron_Wan-Bissaka_122,2,12,0.6014199141451689,0.8697336768995997,1,55,0.0,58017.0,1,transfer_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,60.14,0.0
2019-20,2,Harry_Maguire_160,2,12,0.8263843185252755,0.882446671904926,1,55,1.0,89837.0,1,model_budget,160,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,82.64,0.0
2019-20,26,Harry_Maguire_160,2,12,0.6966760460605521,1.0,1,52,6.0,46927.0,1,model_budget,160,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,69.67,0.0
2019-20,26,Harry_Maguire_160,2,12,0.6966760460605521,1.0,1,52,6.0,46927.0,1,model_budget,160,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,69.67,0.0
2019-20,35,Harry_Maguire_160,2,12,0.6327095198183592,0.7761898982360286,1,53,5.0,11519.0,1,model_budget,160,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,63.27,0.0
2019-20,2,Harry_Maguire_160,2,12,0.8263843185252755,0.882446671904926,1,55,1.0,89837.0,1,model_dream,160,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,82.64,0.0
2019-20,6,Harry_Maguire_160,2,12,0.4911779375387415,0.6707692456987872,0,55,2.0,10638.0,1,model_dream,160,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,49.12,0.0
2019-20,26,Harry_Maguire_160,2,12,0.6966760460605521,1.0,1,52,6.0,46927.0,1,model_dream,160,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,69.67,0.0
